artist_id,country
23d8426c-18c7-46e6-a51d-7395bd43c641,DE
c3cceeed-3332-4cf0-8c4c-bbde425147b6,DE
c3bc80a6-1f4a-4e17-8cf0-6b1efe8302f1,DE
f2fb0ff0-5679-42ec-a55c-15109ce6e320,DE
60955940-d401-4f4a-8a9b-43c870454aac,DE
5700dcd4-c139-4f31-aa3e-6382b9af9032,DE
83e59f23-3b0b-4304-834d-5bcafd5df6d2,DE
b2d122f9-eadb-4930-a196-8f221eeb0c66,DE
b4ce8f8f-72f9-48f0-92be-606095d4b6e0,DE
765774a0-2060-469b-8b7d-612eea48579b,DE
350df790-01d6-4459-8d0f-26abdd440b0e,DE
c1b620ee-6540-42ba-90df-f0740d42cbbf,DE
456eabce-d1dd-4481-a206-36ab4f2eaeb8,DE
50ceff2e-e963-4fca-a835-60a7c9d99418,DE
b3a70929-32bc-4ace-994f-434b26ce96fe,DE
87f8339a-625e-4912-939e-8b62836c159d,DE
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,DE
eea85c38-427d-438a-8c59-6036e1c05d0e,DE
39822e8d-f24e-4f07-b51b-28b22e59fbdb,DE
13501c7d-d181-45ba-af52-5f101d8516a0,DE
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,DE
88735355-f98f-44ea-8a40-7a8bcc56f07e,DE
3058822f-8e58-4427-820a-8f7a279887c1,DE
9502f466-be41-4450-8752-74c2d44ad2f7,DE
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,DE
70261540-4efc-4f62-8573-fdb68d6c2213,DE
37c61bf2-5fb1-47ae-9605-80025d956958,DE
f3e5d65a-0510-4dd2-8bfb-0d06e86b6035,DE
d3201290-2791-4b2c-9d79-62eb6240e742,DE
780fcd1f-9808-4da6-aad8-2858884dd7df,DE
2d0d2823-d918-4fa4-a109-ee32f52b2629,DE
2e433b57-1e40-4a8f-b38d-7675fda5698a,DE
a9b88ebb-83aa-4ef7-b674-fabeb572c14e,DE
ace6f889-2d53-4b93-bf70-cbfc4fe0d256,DE
666fd16d-d9f9-4eff-80ed-a064d5bbca7c,DE
e4d32f51-bc57-42a4-8165-b80f7a86496d,DE
20183e32-6bb7-4855-b46d-10e2af0d85ce,DE
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,DE
8ebd50fe-f263-4fd6-9c24-de587585ef77,DE
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB
b071f9fa-14b0-4217-8e97-eb41da73f598,GB
678d88b2-87b0-403b-b63d-5da7465aecc3,GB
0383dadf-2a4e-4d10-a46a-e9e041da8eb3,GB
a74b1b7f-71a5-4011-9441-d0b5e4122711,GB
8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e,GB
1932f5b6-0b7b-4050-b1df-833ca89e5f44,GB
8538e728-ca0b-4321-b7e5-cff6565dd4c0,GB
b83bc61f-8451-4a5d-8b8e-7e9ed295e822,GB
69ee3720-a7cb-4402-b48d-a02c366f2bcf,GB
bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB
17b53d9f-5c63-4a09-a593-dde4608e0db9,GB
4d5447d7-c61c-4120-ba1b-d7f471d385b9,GB
79491354-3d83-40e3-9d8e-7592d58d790a,GB
5a28f8c2-31fb-4047-ae57-c5c326989262,GB
b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3,GB
1884ed9c-6fe1-468d-a7f8-8d19c9c4e441,GB
c1d4f2ba-cf39-460c-9528-6b827d3417a1,GB
a35237a0-4f47-40a6-b6f3-1e786db23402,GB
c842d29f-a297-48cd-bb71-4f77fd672b16,GB
c7cf4584-bfb1-4cf5-be41-aef384310bbb,GB
39ab1aed-75e0-4140-bd47-540276886b60,GB
ca891d65-d9b0-4258-89f7-e6ba29d83767,GB
8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,GB
b5c2fdfc-d037-45b8-84f9-09ebb7ff8aa1,GB
57961a97-3796-4bf7-9f02-a985a8979ae9,GB
5182c1d9-c7d2-4dad-afa0-ccfeada921a8,GB
bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,GB
cc197bad-dc9c-440d-a5b5-d52ba2e14234,GB
0c502791-4ee9-4c5f-9696-0602b721ff3b,GB
6b335658-22c8-485d-93de-0bc29a1d0349,GB
8f92558c-2baa-4758-8c38-615519e9deda,GB
614e3804-7d34-41ba-857f-811bad7c2b7a,GB
1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB
7249b899-8db8-43e7-9e6e-22f1e736024e,GB
d4305549-6b4e-4a57-b24d-8af0743fe191,GB
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB
774666d2-2064-4d6c-856c-f8cda0aaf9f0,GB
88f219d8-4140-4191-af4b-de81c7c587c4,GB
f1106b17-dcbb-45f6-b938-199ccfab50cc,GB
70248960-cb53-4ea4-943a-edb18f7d336f,US
01809552-4f87-45b0-afff-2c6f0730a3be,US
6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,US
e01646f2-2a04-450d-8bf2-0d993082e058,US
72c536dc-7137-4477-a521-567eeb840fa8,US
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,US
ba0d6274-db14-4ef5-b28d-657ebde1a396,US
ebfc1398-8d96-47e3-82c3-f782abcdb13d,US
d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,US
070d193a-845c-479f-980e-bef15710653e,US
eea8a864-fcda-4602-9569-38ab446decd6,US
e1f1e33e-2e4c-4d43-b91b-7064068d3283,US
54799c0e-eb45-4eea-996d-c4d71a63c499,US
e20747e7-55a4-452e-8766-7b985585082d,US
d59c4cda-11d9-48db-8bfe-b557ee602aed,US
ea4dfa26-f633-4da6-a52a-f49ea4897b58,US
b59ac58d-036e-4bba-8112-c32a34c4575b,US
0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5,US
9a3bf45c-347d-4630-894d-7cf3e8e0b632,US
9efff43b-3b29-4082-824e-bc82f646f93d,US
07e748f1-075e-428d-85dc-ce3be434e906,US
b0122194-c49a-46a1-ade7-84d1d76bd8e9,US
3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US
592a3b6d-c42b-4567-99c9-ecf63bd66499,US
67f66c07-6e61-4026-ade5-7e782fad3a5d,US
668fd73c-bf54-4310-a139-305517f05311,US
5dcdb5eb-cb72-4e6e-9e63-b7bace604965,US
5dfdca28-9ddc-4853-933c-8bc97d87beec,US
091ec508-877f-4e3c-92a3-10903bbbc7ad,US
c0b2500e-0cef-4130-869d-732b23ed9df5,US
f86f1f07-d182-45ce-ae93-ef610880ca72,US
8bfac288-ccc5-448d-9573-c33ea2aa5c30,US
b2cc8903-0077-4bef-8454-ac5cef53d126,US
b6b2bb8d-54a9-491f-9607-7b546023b433,US
5e6c760b-42e0-4df4-a221-0269355da00a,US
b925a474-d245-4217-bc13-2e153d82bebb,US
4580d83b-093e-4241-91fb-2dd71f5f1f3f,US
79239441-bfd5-4981-a70c-55c3f15c1287,US
